time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
24.95,0.002378486676995693,0.0026147179217834147,0.002422397828214272,0.002154097522378746,0.0014586258341786596,0.001189752870751051,0.0020071276223346387,0.0015978350600966537
25.0,0.0024028748996557715,0.0028236231167994906,0.0027852683159548517,0.0023633990550041865,0.0014494988494164719,0.001343460715015205,0.001657223482560115,0.0018534218751872908
25.05,0.0022602295204216943,0.0026794528849528403,0.003011727484171474,0.002428128892172492,0.0013193001681718127,0.0015457787013858305,0.0009945894091965052,0.0019013234359341988
25.1,0.0019772477090786523,0.0023227027112422555,0.0030672602564793786,0.0023416907200032857,0.0011047227111749256,0.0018628044922474622,0.0004672756014644192,0.0017792293948380796
25.15,0.0016397095966285905,0.0020033700276840963,0.002967329006977969,0.0021772886427300652,0.0008918466659364809,0.0022298522427526292,0.0004257083889533788,0.0016135730458247555
25.2,0.0013524785430629857,0.0018964764155776014,0.0027311483052529896,0.0020128274125225916,0.0007836295434999769,0.0024361466365475626,0.0009091068734361238,0.0014904895101210513
25.25,0.0012029131422449256,0.0019926461471272633,0.002369347444299969,0.0018620894400396496,0.0008502589846399549,0.002265581421352872,0.00167722172598429,0.0013930224888063186
25.3,0.0012317255671273055,0.0021287954140598577,0.0019114478607622572,0.0016799409515299883,0.0010800871889933307,0.0016839887448894346,0.0024105792175551895,0.0012474785409878793
25.35,0.0014116675617912968,0.0021182080892950417,0.0014352541989542758,0.0014385384628419601,0.0013628641653167129,0.0009121133893969553,0.0028901646187517323,0.0010219329741174054
25.4,0.001645739129872566,0.0018789473577099983,0.0010557591567538736,0.0011959080356249473,0.0015306960683079212,0.0003086786190375082,0.003034081807153361,0.0007786889184328208
25.45,0.0018012789289465344,0.0014788055335147327,0.0008691428558419451,0.0010756533606303736,0.0014481027791476899,0.00013974485656294999,0.0028279695548721964,0.000630851605327726
